name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Crusader's3	100	1	1	45	70	37				2	111	crush		6	12	dmg%		66	80					lgld	weap							orb	wand				0	0
Crusader's4	100	1	1	45	70	37				2	111	openwounds		29	35	dmg%		66	80					lgld	weap							orb	wand				0	0
Knight's	100	1	1	52	80	45				4	111	att		126	150	dmg%		81	100					lgld	weap							orb	wand				0	0
Knight's1	100	1	1	52	80	45				2	111	deadly		7	14	dmg%		81	100					lgld	weap							orb	wand				0	0
Knight's2	100	1	1	52	80	45				2	111	crush		7	14	dmg%		81	100					lgld	weap							orb	wand				0	0
Knight's3	100	1	1	52	80	45				2	111	openwounds		36	44	dmg%		81	100					lgld	weap							orb	wand				0	0
Lord's	100	1	1	58		53				4	111	att		151	175	dmg%		101	133					lgld	weap							orb	wand				0	0
Lord's1	100	1	1	65		60				2	111	deadly		8	16	dmg%		101	133					lgld	weap							orb	wand				0	0
Lord's2	100	1	1	65		60				2	111	crush		8	16	dmg%		101	133					lgld	weap							orb	wand				0	0
Lord's3	100	1	1	65		60				2	111	openwounds		45	57	dmg%		101	133					lgld	weap							orb	wand				0	0
Overlord's1	100	1	1	65		59				4	111	att		176	200	dmg%		134	166					lgld	weap							orb	wand				0	0
Overlord's2	100	1	1	70		65				2	111	deadly		9	18	dmg%		134	166					lgld	weap							orb	wand				0	0
Overlord's3	100	1	1	70		65				2	111	crush		9	18	dmg%		134	166					lgld	weap							orb	wand				0	0
Overlord's4	100	1	1	70		65				2	111	openwounds		58	67	dmg%		134	166					lgld	weap							orb	wand				0	0
King's	100	1	1	70		63				4	111	att		210	225	dmg%		167	200					dgld	weap							orb	wand				0	0
King's1	100	1	1	74		69				2	111	deadly		10	20	dmg%		167	200					dgld	weap							orb	wand				0	0
King's2	100	1	1	74		69				2	111	crush		10	20	dmg%		167	200					dgld	weap							orb	wand				0	0
King's3	100	1	1	74		69				2	111	openwounds		68	75	dmg%		167	200					dgld	weap							orb	wand				0	0
Master's	100	1	1	74		70				4	111	att		210	225	dmg%		201	250					dgld	weap							orb	wand				0	0
Master's1	100	1	1	79		77				2	111	deadly		12	24	dmg%		201	250					dgld	weap							orb	wand				0	0
Master's2	100	1	1	79		77				2	111	crush		12	24	dmg%		201	250					dgld	weap							orb	wand				0	0
Master's3	100	1	1	79		77				2	111	openwounds		76	83	dmg%		201	250					dgld	weap							orb	wand				0	0
Highmaster's1	100	1	1	79		79				4	111	att		251	275	dmg%		251	300					dgld	weap							orb	wand				0	0
Highmaster's2	100	1	1	83		82				2	111	deadly		13	26	dmg%		251	300					dgld	weap							orb	wand				0	0
Highmaster's3	100	1	1	83		82				2	111	crush		13	26	dmg%		251	300					dgld	weap							orb	wand				0	0
Highmaster's4	100	1	1	83		82				2	111	openwounds		84	93	dmg%		251	300					dgld	weap							orb	wand				0	0
Grandmaster's	100	1	1	84		88				4	111	att		276	300	dmg%		301	350					dgld	weap							orb	wand				0	0
Grandmaster's1	100	1	1	86		88				2	111	deadly		15	30	dmg%		301	350					dgld	weap							orb	wand				0	0
Grandmaster's2	100	1	1	86		88				2	111	crush		15	30	dmg%		301	350					dgld	weap							orb	wand				0	0
Grandmaster's3	100	1	1	86		88				2	111	openwounds		94	100	dmg%		301	350					dgld	weap							orb	wand				0	0
Stout	100	1	1	1	40	1				4	111	ac		3	5	dmg%		10	20						weap												0	0
Stout	100	1	1	7	50	5				4	111	ac		6	9	dmg%		21	30						weap												0	0
Stout	100	1	1	12	55	9				4	111	ac		10	12	dmg%		31	40						weap												0	0
Burly	100	1	1	17	70	12				4	111	ac		13	15	dmg%		41	50						weap												0	0
Burly	100	1	1	22	75	16				4	111	ac		16	22	dmg%		51	60						weap												0	0
Burly	100	1	1	27	80	20				4	111	ac		23	30	dmg%		61	70						weap												0	0
Stalwart	100	1	1	32		24				4	111	ac		33	40	dmg%		71	80						weap												0	0
Stalwart	100	1	1	37		34				4	111	ac		44	50	dmg%		81	100						weap												0	0
Stalwart	100	1	1	42		48				4	111	ac		60	70	dmg%		101	125						weap												0	0
Stalwart	100	1	1	55		59				2	111	ac		70	85	dmg%		126	150						weap												0	0
Stalwart	100	1	1	69		67				2	111	ac		86	100	dmg%		151	175						weap												0	0
Stalwart	100	1	1	80		72				2	111	ac		100	125	dmg%		176	200						weap												0	0
Loremaster's2	100	1	1	47		35				4	111	addxp		2	2	dmg%		76	100						weap												0	0
Sage's3	100	1	1	63		57				4	111	addxp		2	2	dmg%		101	150						weap												0	0
Sage's3	100	1	1	79		63				2	111	addxp		2	2	dmg%		151	225						weap												0	0
Master Sage's2	100	1	1	88		78				2	111	addxp		3	3	dmg%		225	250						weap												0	0
Ghostly1	100	1	1	41		37				4	111	dmg%		101	125	ethereal		1	1	rep-dur	10			cred	weap							orb	wand				0	0
Spectral1	100	1	1	61		51				4	111	dmg%		126	150	ethereal		1	1	rep-dur	10			cgrn	weap							orb	wand				0	0
Phantom1	100	1	1	75		67				4	111	dmg%		151	175	ethereal		1	1	rep-dur	10			cblu	weap							orb	wand				0	0
Wraithly1	100	1	1	86		80				4	111	dmg%		176	200	ethereal		1	1	rep-dur	10			whit	weap							orb	wand				0	0
Assamic	100	1	1	3	20	1				4	123	att-demon		25	50	dmg-demon		10	25						weap	circ						wand	orb				0	0
Arcadian	100	1	1	15	40	11				4	123	att-demon		51	100	dmg-demon		26	50						weap	circ						wand	orb				0	0
Unearthly	100	1	1	25	65	18				2	123	att-demon		101	150	dmg-demon		51	100						weap							wand	orb				0	0
Astral	100	1	1	35		26				2	123	att-demon		151	200	dmg-demon		101	150						weap							wand	orb				0	0
Elysian	100	1	1	45		33				2	123	att-demon		201	300	dmg-demon		151	200					dgld	weap							wand	orb				0	0
Celestial	100	1	1	55		41				2	123	att-demon		301	400	dmg-demon		201	300					dgld	weap							wand	orb				0	0
Diamond	100	1	1	26		19				2	123	att-demon		25	50	dmg-demon		25	40						jewl												0	0
Consecrated	100	1	1	1	35	1				8	142	att-undead		25	75	dmg-undead		25	75						weap							wand	orb				0	0
Pure	100	1	1	15	60	11				6	142	att-undead		76	175	dmg-undead		76	125					lgld	weap							wand	orb				0	0
Sacred	100	1	1	25		18				4	142	att-undead		175	250	dmg-undead		126	200					lgld	weap							wand	orb				0	0
Hallowed	100	1	1	35		27				2	142	att-undead		251	325	dmg-undead		201	275					lgld	weap							wand	orb				0	0
Divine	100	1	1	45		37				2	142	att-undead		326	450	dmg-undead		276	350					lgld	weap							wand	orb				0	0
Pearl	100	1	1	18		13				2	142	att-undead		25	50	dmg-undead		25	50						jewl												0	0
Bronze	100	1	1	1	35	1				16	110	att		10	20										weap	ring	circ	glov	amul			orb	wand				0	0
Iron	100	1	1	7	48	5				16	110	att		21	40										weap	ring	circ	glov	amul			orb	wand				0	0
Steel	100	1	1	12	70	9				14	110	att		41	60										weap	ring	circ	glov	amul			orb	wand				0	0
Silver	100	1	1	14	85	12				14	110	att		61	80										weap	ring	circ	glov	amul			orb	wand				0	0
Gold	100	1	1	19		16				12	110	att		81	100									lgld	weap	ring	circ	glov	amul			orb	wand				0	0
Platinum	100	1	1	25		22				12	110	att		101	125									lgld	weap	ring	circ					orb	wand				0	0
Meteoric	100	1	1	30		27				10	110	att		126	150									lgld	weap							orb	wand				0	0
Strange	100	1	1	37		34				10	110	att		151	300									lgld	weap							orb	wand				0	0
Weird	100	1	1	44		40				8	110	att		301	450									lgld	weap							orb	wand				0	0
Bronze	100	1	1	1	20	1				8	110	att		6	12										lcha												0	0
Bronze	100	1	1	7	40	5				8	110	att		13	27										lcha												0	0
Bronze	100	1	1	13	50	9				8	110	att		28	42										lcha												0	0
Iron	100	1	1	19	75	14				8	110	att		43	57										lcha												0	0
Iron	100	1	1	25		18				8	110	att		58	72										lcha												0	0
Iron	100	1	1	31		23				8	110	att		73	87										lcha												0	0
Steel	100	1	1	37		29				8	110	att		88	102										lcha												0	0
Steel	100	1	1	43		35				8	110	att		103	117										lcha												0	0
Steel	100	1	1	49		41				8	110	att		118	132										lcha												0	0
Bronze	100	1	1	1	40	1				8	110	att		4	8										mcha												0	0
Bronze	100	1	1	7	60	5				8	110	att		6	12										mcha												0	0
Bronze	100	1	1	16	80	12				8	110	att		13	25										mcha												0	0
Iron	100	1	1	25		18				8	110	att		26	38										mcha												0	0
Iron	100	1	1	34		26				8	110	att		39	51										mcha												0	0
Steel	100	1	1	43		36				8	110	att		52	64										mcha												0	0
Steel	100	1	1	52		44				8	110	att		65	77										mcha												0	0
Bronze	100	1	1	1	35	1				8	110	att		2	4										scha												0	0
Bronze	100	1	1	21	65	15				8	110	att		6	12										scha												0	0
Iron	100	1	1	39		31				8	110	att		13	24										scha												0	0
Steel	100	1	1	57		49				8	110	att		25	36										scha												0	0
Nickel	100	1	1	1	40	1				8	110	att		10	20										jewl												0	0
Tin	100	1	1	8	70	6				8	110	att		21	40										jewl												0	0
Silver	100	1	1	25		18				8	110	att		41	60										jewl												0	0
Argent	100	1	1	44		36				8	110	att		61	100										jewl												0	0
Robineye	100	1	1	1	35	1				2	111	att/lvl	4											whit	weap							staf	wand	orb			0	0
Sparroweye	100	1	1	10	55	7				2	111	att/lvl	6											whit	weap							staf	wand	orb			0	0
Falconeye	100	1	1	20		15				2	111	att/lvl	8											whit	weap							staf	wand	orb			0	0
Hawkeye	100	1	1	35		26				14	111	att/lvl	12											whit	weap							staf	wand	orb			0	0
Eagleeye	100	1	1	50		37				2	111	att/lvl	16											whit	weap							staf	wand	orb			0	0
Precise1	100	1	1	20	40	15				8	200	att%		5	9										weap	glov											0	0
Precise1	100	1	1	40	70	30				6	200	att%		10	14										weap	glov											0	0
Fastidious1	100	1	1	55		45				4	200	att%		15	19										weap	glov											0	0
Meticulous1	100	1	1	70		60				4	200	att%		20	24										weap	glov											0	0
Veracious1	100	1	1	85		75				2	200	att%		25	35										weap	glov											0	0
Visionary	100	1	1	25		18				2	111	att%/lvl	2											whit	helm	miss	glov										0	0
Fine	100	1	1	15	50	11				8	111	att		10	20	dmg-max		1	3						lcha												0	0
Fine	100	1	1	22	80	16				8	111	att		21	48	dmg-max		4	6						lcha												0	0
Sharp	100	1	1	29		21				8	111	att		49	76	dmg-max		7	10						lcha												0	0
Fine	100	1	1	19	50	14				8	111	att		10	20	dmg-max		1	3						mcha												0	0
Sharp	100	1	1	28		21				8	111	att		21	48	dmg-max		4	6						mcha												0	0
Fine	100	1	1	28		21				8	111	att		10	20	dmg-max		1	3						scha												0	0
Red	100	1	1	4	40	3				8	103	dmg-min		1	2									dred	lcha												0	0
Red	100	1	1	16	55	12				8	103	dmg-min		3	4									dred	lcha												0	0
Sanguinary	100	1	1	28		21				8	103	dmg-min		5	6									dred	lcha												0	0
Sanguinary	100	1	1	40		32				8	103	dmg-min		7	8									dred	lcha												0	0
Bloody	100	1	1	52		46				8	103	dmg-min		9	10									dred	lcha												0	0
Red	100	1	1	11	65	8				8	103	dmg-min		1	2									dred	mcha												0	0
Sanguinary	100	1	1	33		25				8	103	dmg-min		3	4									dred	mcha												0	0
Bloody	100	1	1	55		47				8	103	dmg-min		5	6									dred	mcha												0	0
Red	100	1	1	24	70	16				8	103	dmg-min		1	1									dred	scha												0	0
Sanguinary	100	1	1	41		33				8	103	dmg-min		2	2									dred	scha												0	0
Bloody	100	1	1	58		50				8	103	dmg-min		3	3									dred	scha												0	0
Scarlet	100	1	1	8	55	6				8	103	dmg-min		1	4									dred	jewl												0	0
Crimson	100	1	1	38		30				8	103	dmg-min		5	8									dred	jewl												0	0
Jagged	100	1	1	3	35	2				8	104	dmg-max		1	2									blac	lcha												0	0
Jagged	100	1	1	10	55	7				8	104	dmg-max		3	4									blac	lcha												0	0
Jagged	100	1	1	17	75	12				8	104	dmg-max		5	6									blac	lcha												0	0
Forked	100	1	1	25		18				8	104	dmg-max		7	8									blac	lcha												0	0
Forked	100	1	1	32		24				8	104	dmg-max		9	10									blac	lcha												0	0
Serrated	100	1	1	39		31				8	104	dmg-max		11	12									blac	lcha												0	0
Serrated	100	1	1	47		39				8	104	dmg-max		13	15									blac	lcha												0	0
Jagged	100	1	1	10	45	7				8	104	dmg-max		1	1									blac	mcha												0	0
Jagged	100	1	1	20	70	15				8	104	dmg-max		2	2									blac	mcha												0	0
Forked	100	1	1	30		22				8	104	dmg-max		3	3									blac	mcha												0	0
Forked	100	1	1	40		32				8	104	dmg-max		4	5									blac	mcha												0	0
Serrated	100	1	1	50		42				8	104	dmg-max		6	8									blac	mcha												0	0
Jagged	100	1	1	23	50	17				8	104	dmg-max		1	1									blac	scha												0	0
Forked	100	1	1	38		30				8	104	dmg-max		2	2									blac	scha												0	0
Serrated	100	1	1	53		45				8	104	dmg-max		3	3									blac	scha												0	0
Carbuncle	100	1	1	12	48	9				8	104	dmg-max		1	5									dred	jewl												0	0
Carmine	100	1	1	35		27				8	104	dmg-max		6	9									dred	jewl												0	0
Vermillion	100	1	1	58		50				8	104	dmg-max		11	15									dred	jewl												0	0
Red	100	1	1	29		26				8	103	dmg-min		1	3	dmg-max		4	9					dred	lcha												0	0
Sanguinary	100	1	1	59		52				8	103	dmg-min		4	5	dmg-max		6	12					dred	lcha												0	0
Bloody	100	1	1	86		88				8	103	dmg-min		6	8	dmg-max		13	15					dred	lcha												0	0
Red	100	1	1	48		42				8	103	dmg-min		1	3	dmg-max		4	7					dred	mcha												0	0
Sanguinary	100	1	1	85		85				8	103	dmg-min		4	5	dmg-max		6	10					dred	mcha												0	0
Red	100	1	1	86		82				8	103	dmg-min		1	2	dmg-max		3	5					dred	scha												0	0
Red	100	1	1	29	58	26				8	103	dmg-min		1	3	dmg-max		5	8					dred	jewl												0	0
Sanguinary	100	1	1	59		52				8	103	dmg-min		4	5	dmg-max		8	12					dred	jewl												0	0
Bloody	100	1	1	86		88				8	103	dmg-min		6	8	dmg-max		13	15					dred	jewl												0	0
Knave's	100	1	1	1	30	1				2	105	dmg/lvl	2			att/lvl	8							whit	weap							orb	wand	orb			0	0
Jack's	100	1	1	10	45	7				2	105	dmg/lvl	3			att/lvl	12							whit	weap							orb	wand	orb			0	0
Jester's	100	1	1	20	65	15				2	105	dmg/lvl	4			att/lvl	16							whit	weap							orb	wand	orb			0	0
Joker's	100	1	1	35		26				2	105	dmg/lvl	6			att/lvl	20							whit	weap							orb	wand	orb			0	0
Trump	100	1	1	50		37				14	105	dmg/lvl	8			att/lvl	24							whit	weap							orb	wand	orb			0	0
Loud	100	1	1	5	35	3				2	105	dmg/lvl	4											whit	weap							orb	wand	orb			0	0
Calling	100	1	1	20	55	15				2	105	dmg/lvl	6											whit	weap							orb	wand	orb			0	0
Yelling	100	1	1	40		35				2	105	dmg/lvl	8											whit	weap							orb	wand	orb			0	0
Shouting	100	1	1	60		55				2	105	dmg/lvl	12											whit	weap							orb	wand	orb			0	0
Gritty	100	1	1	75		65				14	105	dmg/lvl	16											whit	weap							orb	wand	orb			0	0
Stout	100	1	1	1	40	1				8	101	ac		3	5										lcha												0	0
Stout	100	1	1	7	50	5				8	101	ac		6	9										lcha												0	0
Stout	100	1	1	12	55	9				8	101	ac		10	12										lcha												0	0
Burly	100	1	1	17	70	12				8	101	ac		13	15										lcha												0	0
Burly	100	1	1	22	75	16				8	101	ac		16	22										lcha												0	0
Burly	100	1	1	27	80	20				8	101	ac		23	30										lcha												0	0
Stalwart	100	1	1	32		24				8	101	ac		33	40										lcha												0	0
Stalwart	100	1	1	37		29				8	101	ac		44	50										lcha												0	0
Stalwart	100	1	1	42		34				8	101	ac		60	70										lcha												0	0
Stalwart	100	1	1	55		48				6	101	ac		70	85										lcha												0	0
Stalwart	100	1	1	69		65				4	101	ac		86	100										lcha												0	0
Stalwart	100	1	1	80		72				2	101	ac		100	125										lcha												0	0
Stout	100	1	1	1	35	1				8	101	ac		2	3										mcha												0	0
Stout	100	1	1	14	50	10				8	101	ac		4	6										mcha												0	0
Stout	100	1	1	20	70	15				8	101	ac		8	12										mcha												0	0
Burly	100	1	1	26		19				8	101	ac		13	18										mcha												0	0
Burly	100	1	1	32		24				8	101	ac		20	30										mcha												0	0
Stalwart	100	1	1	38		30				8	101	ac		30	40										mcha												0	0
Stalwart	100	1	1	45		37				8	101	ac		45	60										mcha												0	0
Stout	100	1	1	1	50	1				8	101	ac		1	1										scha												0	0
Stout	100	1	1	21		15				8	101	ac		4	8										scha												0	0
Burly	100	1	1	36		28				8	101	ac		15	20										scha												0	0
Stalwart	100	1	1	48		40				8	101	ac		20	30										scha												0	0
Blanched	100	1	1	1	40	1				8	101	ac		5	8									whit	jewl												0	0
Eburin	100	1	1	16	60	12				8	101	ac		9	20									whit	jewl												0	0
Bone	100	1	1	32		24				8	101	ac		21	40									whit	jewl												0	0
Ivory	100	1	1	64		56				8	101	ac		41	64									whit	jewl												0	0
Miocene	100	1	1	1	25	1				8	101	ac/lvl	12											whit	tors	shld											0	0
Miocene	100	1	1	1	25	1				10	101	ac/lvl	4											whit	glov	boot	belt	helm									0	0
Oligocene	100	1	1	25	50	22				8	101	ac/lvl	24											whit	tors	shld											0	0
Oligocene	100	1	1	25	50	22				8	101	ac/lvl	8											whit	glov	boot	belt	helm									0	0
Eocene	100	1	1	45		40				6	101	ac/lvl	36											whit	tors	shld											0	0
Eocene	100	1	1	45		40				4	101	ac/lvl	12											whit	glov	boot	belt	helm									0	0
Paleocene	100	1	1	70		60				4	101	ac/lvl	48											whit	tors												0	0
Paleocene	100	1	1	70		60				2	101	ac/lvl	16											whit	glov	boot	belt	helm									0	0
Sturdy	100	1	1	1	20	1				110	101	ac%		10	20										armo	shld											0	0
Sturdy	100	1	1	7	30	4				110	101	ac%		21	30										armo	shld											0	0
Strong	100	1	1	12	40	10				110	101	ac%		31	40										armo	shld											0	0
Glorious	100	1	1	24	50	18				110	101	ac%		41	50										armo	shld											0	0
Blessed	100	1	1	31	60	25				110	101	ac%		51	65										armo	shld											0	0
Consecrated1	100	1	1	39	70	32				110	101	ac%		66	80										armo	shld											0	0
Saintly	100	1	1	55		48				110	101	ac%		81	100									dgld	armo	shld											0	0
Holy	100	1	1	67		57				110	101	ac%		101	133									dgld	armo	shld											0	0
Hallowed1	100	1	1	72		69				110	101	ac%		134	166									dgld	armo	shld											0	0
Godly	100	1	1	79		77				110	101	ac%		167	200									dgld	armo	shld											0	0
Godly	100	1	1	86		81				110	101	ac%		201	225									dgld	armo	shld											0	0
Paradox	100	1	1	1		1				24	101	ac%/lvl	8											whit	armo	shld											0	0
Paradox	100	1	1	65		59				24	101	ac%/lvl	16											whit	armo	shld											0	0
Ghostly1	100	1	1	41		37				4	101	ac%		25	40	ethereal		1	1	rep-dur	10			whit	armo												0	0
Spectral1	100	1	1	61		51				4	101	ac%		41	60	ethereal		1	1	rep-dur	10			whit	armo												0	0
Phantom1	100	1	1	75		67				4	101	ac%		61	80	ethereal		1	1	rep-dur	10			whit	armo												0	0
Wraithly1	100	1	1	86		80				4	101	ac%		81	100	ethereal		1	1	rep-dur	10			whit	armo												0	0
Strengthened1	100	1	1	5		3				4	101	ac%		20	30	red-dmg%		1	3						tors	shld											0	0
Reinforced1	100	1	1	17		14				4	101	ac%		31	40	red-dmg%		4	5						tors	shld											0	0
Fortified1	100	1	1	29		26				4	101	ac%		41	50	red-dmg%		6	7						tors	shld											0	0
Hardened1	100	1	1	40		37				4	101	ac%		51	60	red-dmg%		8	10						tors	shld											0	0
Tempered1	100	1	1	55		50				4	101	ac%		61	70	red-dmg%		11	15						tors	shld											0	0
Treated1	100	1	1	70		67				4	101	ac%		71	80	red-dmg%		16	20						tors	shld											0	0
Invulnerable1	100	1	1	86		83				4	101	ac%		81	100	red-dmg%		21	25						tors	shld											0	0
Sage's1	100	1	1	59		50				2	125	allskills		1	1										amul	tors	shld										0	0
Sage's1	100	1	1	85		80				2	125	allskills		1	1										ring												0	0
omniscient1	100	1	1	86		80				2	125	allskills		2	2										tors	amul											0	0
Maiden's	100	1	1	36		27	ama			8	125	ama		1	1										amul	circ											0	0
Maiden's	100	1	1	55		47	ama			2	125	ama		1	1										tors												0	0
Valkyrie's	100	1	1	86		75	ama			2	125	ama		2	2									cgrn	tors												0	0
Valkyrie's	100	1	1	86		67	ama			4	125	ama		2	2									cgrn	amul	circ											0	0
Maiden's	100	1	1	30		22	ama			8	125	ama		1	1										miss	spea											0	0
Valkyrie's	100	1	1	50		42	ama			4	125	ama		2	2									cgrn	miss	spea											0	0
Monk's	100	1	1	55		47	pal			2	125	pal		1	1										tors												0	0
Monk's	100	1	1	36		27	pal			8	125	pal		1	1										amul	circ											0	0
Priest's	100	1	1	86		75	pal			2	125	pal		2	2									cgrn	tors												0	0
Priest's	100	1	1	86		67	pal			4	125	pal		2	2									cgrn	amul	circ											0	0
Monk's	100	1	1	30		22	pal			8	125	pal		1	1										scep	ashd											0	0
Priest's	100	1	1	50		42	pal			4	125	pal		2	2									cgrn	scep	ashd											0	0
Monk's	100	1	1	35		27	pal			8	125	pal		1	1										swor	mace	hamm	shld									0	0
Priest's	100	1	1	65		58	pal			4	125	pal		2	2									cgrn	swor	mace	hamm	shld									0	0
Summoner's	100	1	1	36		27	nec			8	125	nec		1	1										amul	circ											0	0
Summoner's	100	1	1	55		47	nec			2	125	nec		1	1										tors												0	0
Necromancer's	100	1	1	86		75	nec			2	125	nec		2	2									cgrn	tors												0	0
Necromancer's	100	1	1	86		67	nec			4	125	nec		2	2									cgrn	amul	circ											0	0
Summoner's	100	1	1	30		22	nec			8	125	nec		1	1										wand	knif	head										0	0
Necromancer's	100	1	1	50		42	nec			4	125	nec		2	2									cgrn	wand	knif	head										0	0
Angel's	100	1	1	36		27	sor			8	125	sor		1	1										amul	circ											0	0
Angel's	100	1	1	55		47	sor			2	125	sor		1	1										tors												0	0
Arch-Angel's	100	1	1	86		75	sor			2	125	sor		2	2									cgrn	tors												0	0
Arch-Angel's	100	1	1	86		67	sor			4	125	sor		2	2									cgrn	amul	circ											0	0
Angel's	100	1	1	30		22	sor			8	125	sor		1	1										staf	orb											0	0
Arch-Angel's	100	1	1	50		42	sor			4	125	sor		2	2									cgrn	staf	orb											0	0
Slayer's	100	1	1	36		27	bar			8	125	bar		1	1										amul	circ											0	0
Slayer's	100	1	1	55		47	bar			2	125	bar		1	1										tors												0	0
